"event","top_inning","batter_name","date"
"Groundout","N","Alejandro De Aza","2012-06-18"
"Groundout","Y","Steve Clevenger","2012-06-18"
"Groundout","Y","Steve Clevenger","2012-06-18"
"Lineout","Y","Darwin Barney","2012-06-18"
"Lineout","Y","Darwin Barney","2012-06-18"
"Single","Y","Luis Valbuena","2012-06-18"
"Single","Y","Luis Valbuena","2012-06-18"
"Lineout","Y","Geovany Soto","2012-06-18"
"Lineout","Y","Geovany Soto","2012-06-18"
"Groundout","N","Gordon Beckham","2012-06-18"
"Strikeout","N","Adam Dunn","2012-06-18"
"Groundout","N","Paul Konerko","2012-06-18"
"Single","Y","Tony Campana","2012-06-18"
"Single","Y","Tony Campana","2012-06-18"
"Groundout","Y","David DeJesus","2012-06-18"
"Groundout","Y","David DeJesus","2012-06-18"
"Home Run","Y","Starlin Castro","2012-06-18"
"Home Run","Y","Starlin Castro","2012-06-18"
"Lineout","Y","Bryan LaHair","2012-06-18"
"Lineout","Y","Bryan LaHair","2012-06-18"
"Home Run","Y","Alfonso Soriano","2012-06-18"
"Home Run","Y","Alfonso Soriano","2012-06-18"
"Flyout","Y","Steve Clevenger","2012-06-18"
"Flyout","Y","Steve Clevenger","2012-06-18"
"Groundout","N","Alex Rios","2012-06-18"
"Home Run","N","A.J. Pierzynski","2012-06-18"
"Walk","N","Dayan Viciedo","2012-06-18"
"Single","N","Alexei Ramirez","2012-06-18"
"Strikeout","N","Orlando Hudson","2012-06-18"
"Groundout","N","Alejandro De Aza","2012-06-18"
"Flyout","Y","Darwin Barney","2012-06-18"
"Flyout","Y","Darwin Barney","2012-06-18"
"Flyout","Y","Luis Valbuena","2012-06-18"
"Flyout","Y","Luis Valbuena","2012-06-18"
"Home Run","Y","Geovany Soto","2012-06-18"
"Home Run","Y","Geovany Soto","2012-06-18"
"Strikeout","Y","Tony Campana","2012-06-18"
"Single","N","Gordon Beckham","2012-06-18"
"Strikeout","N","Adam Dunn","2012-06-18"
"Home Run","N","Paul Konerko","2012-06-18"
"Flyout","N","Alex Rios","2012-06-18"
"Lineout","N","A.J. Pierzynski","2012-06-18"
"Hit By Pitch","Y","David DeJesus","2012-06-18"
"Single","Y","Starlin Castro","2012-06-18"
"Strikeout","Y","Bryan LaHair","2012-06-18"
"Single","Y","Alfonso Soriano","2012-06-18"
"Single","Y","Alfonso Soriano","2012-06-18"
"Single","Y","Steve Clevenger","2012-06-18"
"Single","Y","Steve Clevenger","2012-06-18"
"Single","Y","Darwin Barney","2012-06-18"
"Single","Y","Darwin Barney","2012-06-18"
"Home Run","Y","Luis Valbuena","2012-06-18"
"Home Run","Y","Luis Valbuena","2012-06-18"
"Single","Y","Geovany Soto","2012-06-18"
"Single","Y","Geovany Soto","2012-06-18"
"Flyout","Y","Tony Campana","2012-06-18"
"Hit By Pitch","Y","David DeJesus","2012-06-18"
"Groundout","Y","Starlin Castro","2012-06-18"
"Strikeout","N","Dayan Viciedo","2012-06-18"
"Groundout","N","Alexei Ramirez","2012-06-18"
"Groundout","N","Orlando Hudson","2012-06-18"
"Strikeout","Y","Bryan LaHair","2012-06-18"
"Strikeout","Y","Alfonso Soriano","2012-06-18"
"Groundout","Y","Steve Clevenger","2012-06-18"
"Flyout","N","Alejandro De Aza","2012-06-18"
"Groundout","N","Eduardo Escobar","2012-06-18"
"Single","N","Adam Dunn","2012-06-18"
"Strikeout","N","Brent Lillibridge","2012-06-18"
"Flyout","Y","Darwin Barney","2012-06-18"
"Pop Out","Y","Luis Valbuena","2012-06-18"
"Strikeout","Y","Geovany Soto","2012-06-18"
"Groundout","N","Jordan Danks","2012-06-18"
"Groundout","N","Jordan Danks","2012-06-18"
"Groundout","N","Tyler Flowers","2012-06-18"
"Groundout","N","Tyler Flowers","2012-06-18"
"Strikeout","N","Dayan Viciedo","2012-06-18"
"Strikeout","N","Dayan Viciedo","2012-06-18"
"Flyout","Y","Zack Cozart","2012-06-18"
"Flyout","Y","Zachary Cozart","2012-06-18"
"Flyout","Y","Zach Cozart","2012-06-18"
"Flyout","Y","Chris Heisey","2012-06-18"
"Home Run","Y","Joey Votto","2012-06-18"
"Groundout","Y","Brandon Phillips","2012-06-18"
"Home Run","N","Shin-Soo Choo","2012-06-18"
"Pop Out","N","Asdrubal Cabrera","2012-06-18"
"Strikeout","N","Jason Kipnis","2012-06-18"
"Lineout","N","Jose Lopez","2012-06-18"
"Single","Y","Jay Bruce","2012-06-18"
"Double","Y","Ryan Ludwick","2012-06-18"
"Single","Y","Scott Rolen","2012-06-18"
"Flyout","Y","Todd Frazier","2012-06-18"
"Single","Y","Ryan Hanigan","2012-06-18"
"Strikeout","Y","Zack Cozart","2012-06-18"
"Strikeout","Y","Zachary Cozart","2012-06-18"
"Strikeout","Y","Zach Cozart","2012-06-18"
"Groundout","Y","Chris Heisey","2012-06-18"
"Double","N","Michael Brantley","2012-06-18"
"Single","N","Carlos Santana","2012-06-18"
"Groundout","N","Johnny Damon","2012-06-18"
"Strikeout","N","Casey Kotchman","2012-06-18"
"Home Run","N","Lonnie Chisenhall","2012-06-18"
"Groundout","N","Shin-Soo Choo","2012-06-18"
"Groundout","Y","Joey Votto","2012-06-18"
"Single","Y","Brandon Phillips","2012-06-18"
"Walk","Y","Jay Bruce","2012-06-18"
"Double","Y","Ryan Ludwick","2012-06-18"
"Single","Y","Scott Rolen","2012-06-18"
"Grounded Into DP","Y","Todd Frazier","2012-06-18"
"Strikeout","N","Asdrubal Cabrera","2012-06-18"
"Groundout","N","Jason Kipnis","2012-06-18"
"Groundout","N","Jose Lopez","2012-06-18"
"Single","Y","Ryan Hanigan","2012-06-18"
"Flyout","Y","Zack Cozart","2012-06-18"
"Flyout","Y","Zachary Cozart","2012-06-18"
"Flyout","Y","Zach Cozart","2012-06-18"
"Grounded Into DP","Y","Chris Heisey","2012-06-18"
"Double","N","Michael Brantley","2012-06-18"
"Strikeout","N","Carlos Santana","2012-06-18"
"Groundout","N","Johnny Damon","2012-06-18"
"Home Run","N","Casey Kotchman","2012-06-18"
"Triple","N","Lonnie Chisenhall","2012-06-18"
"Double","N","Shin-Soo Choo","2012-06-18"
"Groundout","N","Asdrubal Cabrera","2012-06-18"
"Double","Y","Joey Votto","2012-06-18"
"Double","Y","Brandon Phillips","2012-06-18"
"Lineout","Y","Jay Bruce","2012-06-18"
"Groundout","Y","Ryan Ludwick","2012-06-18"
"Strikeout","Y","Scott Rolen","2012-06-18"
"Flyout","N","Jason Kipnis","2012-06-18"
"Groundout","N","Jose Lopez","2012-06-18"
"Groundout","N","Michael Brantley","2012-06-18"
"Strikeout","Y","Todd Frazier","2012-06-18"
"Groundout","Y","Ryan Hanigan","2012-06-18"
"Walk","Y","Zack Cozart","2012-06-18"
"Walk","Y","Zachary Cozart","2012-06-18"
"Walk","Y","Zach Cozart","2012-06-18"
"Groundout","Y","Chris Heisey","2012-06-18"
"Single","N","Carlos Santana","2012-06-18"
"Double","N","Johnny Damon","2012-06-18"
"Groundout","N","Casey Kotchman","2012-06-18"
"Single","N","Lonnie Chisenhall","2012-06-18"
"Groundout","N","Shin-Soo Choo","2012-06-18"
"Walk","Y","Joey Votto","2012-06-18"
"Double Play","Y","Brandon Phillips","2012-06-18"
"Home Run","Y","Jay Bruce","2012-06-18"
"Walk","Y","Ryan Ludwick","2012-06-18"
"Flyout","Y","Scott Rolen","2012-06-18"
"Walk","N","Asdrubal Cabrera","2012-06-18"
"Walk","N","Asdrubal Cabrera","2012-06-18"
"Strikeout","N","Jason Kipnis","2012-06-18"
"Strikeout","N","Jason Kipnis","2012-06-18"
"Single","N","Jose Lopez","2012-06-18"
"Single","N","Jose Lopez","2012-06-18"
"Sac Fly","N","Michael Brantley","2012-06-18"
"Sac Fly","N","Michael Brantley","2012-06-18"
"Strikeout","N","Carlos Santana","2012-06-18"
"Strikeout","N","Carlos Santana","2012-06-18"
"Strikeout","Y","Todd Frazier","2012-06-18"
"Lineout","Y","Ryan Hanigan","2012-06-18"
"Groundout","Y","Zack Cozart","2012-06-18"
"Groundout","Y","Zachary Cozart","2012-06-18"
"Groundout","Y","Zach Cozart","2012-06-18"
"Single","N","Aaron Cunningham","2012-06-18"
"Single","N","Aaron Cunningham","2012-06-18"
"Groundout","N","Casey Kotchman","2012-06-18"
"Groundout","N","Casey Kotchman","2012-06-18"
"Flyout","N","Lonnie Chisenhall","2012-06-18"
"Flyout","N","Lonnie Chisenhall","2012-06-18"
"Flyout","N","Shin-Soo Choo","2012-06-18"
"Flyout","N","Shin-Soo Choo","2012-06-18"
"Groundout","Y","Chris Heisey","2012-06-18"
"Groundout","Y","Chris Heisey","2012-06-18"
"Strikeout","Y","Joey Votto","2012-06-18"
"Strikeout","Y","Joey Votto","2012-06-18"
"Single","Y","Brandon Phillips","2012-06-18"
"Single","Y","Brandon Phillips","2012-06-18"
"Single","Y","Jay Bruce","2012-06-18"
"Single","Y","Jay Bruce","2012-06-18"
"Strikeout","Y","Ryan Ludwick","2012-06-18"
"Strikeout","Y","Ryan Ludwick","2012-06-18"
"Groundout","Y","Alex Gordon","2012-06-18"
"Triple","Y","Yuniesky Betancourt","2012-06-18"
"Groundout","Y","Billy Butler","2012-06-18"
"Single","Y","Jeff Francoeur","2012-06-18"
"Flyout","Y","Mike Moustakas","2012-06-18"
"Flyout","N","Jose Altuve","2012-06-18"
"Home Run","N","Brian Bixler","2012-06-18"
"Walk","N","Justin Maxwell","2012-06-18"
"Pop Out","N","Carlos Lee","2012-06-18"
"Single","N","J.D. Martinez","2012-06-18"
"Lineout","N","Chris Johnson","2012-06-18"
"Groundout","Y","Alcides Escobar","2012-06-18"
"Flyout","Y","Humberto Quintero","2012-06-18"
"Flyout","Y","Jarrod Dyson","2012-06-18"
"Flyout","N","Matt Downs","2012-06-18"
"Walk","N","Chris Snyder","2012-06-18"
"Sac Bunt","N","J.A. Happ","2012-06-18"
"Single","N","Jose Altuve","2012-06-18"
"Strikeout","Y","Jonathan Sanchez","2012-06-18"
"Single","Y","Alex Gordon","2012-06-18"
"Flyout","Y","Yuniesky Betancourt","2012-06-18"
"Groundout","Y","Billy Butler","2012-06-18"
"Strikeout","N","Brian Bixler","2012-06-18"
"Strikeout","N","Justin Maxwell","2012-06-18"
"Walk","N","Carlos Lee","2012-06-18"
"Strikeout","N","J.D. Martinez","2012-06-18"
"Strikeout","Y","Jeff Francoeur","2012-06-18"
"Groundout","Y","Mike Moustakas","2012-06-18"
"Lineout","Y","Alcides Escobar","2012-06-18"
"Hit By Pitch","N","Chris Johnson","2012-06-18"
"Flyout","N","Matt Downs","2012-06-18"
"Single","N","Chris Snyder","2012-06-18"
"Sac Bunt","N","J.A. Happ","2012-06-18"
"Hit By Pitch","N","Jose Altuve","2012-06-18"
"Single","N","Brian Bixler","2012-06-18"
"Walk","N","Justin Maxwell","2012-06-18"
"Pop Out","N","Carlos Lee","2012-06-18"
"Groundout","Y","Humberto Quintero","2012-06-18"
"Flyout","Y","Jarrod Dyson","2012-06-18"
"Strikeout","Y","Jonathan Sanchez","2012-06-18"
"Single","N","J.D. Martinez","2012-06-18"
"Flyout","N","Chris Johnson","2012-06-18"
"Grounded Into DP","N","Matt Downs","2012-06-18"
"Double","Y","Alex Gordon","2012-06-18"
"Pop Out","Y","Yuniesky Betancourt","2012-06-18"
"Groundout","Y","Billy Butler","2012-06-18"
"Lineout","Y","Jeff Francoeur","2012-06-18"
"Flyout","N","Chris Snyder","2012-06-18"
"Groundout","N","J.A. Happ","2012-06-18"
"Flyout","N","Jose Altuve","2012-06-18"
"Walk","Y","Mike Moustakas","2012-06-18"
"Single","Y","Alcides Escobar","2012-06-18"
"Double Play","Y","Humberto Quintero","2012-06-18"
"Walk","Y","Jarrod Dyson","2012-06-18"
"Strikeout","Y","Eric Hosmer","2012-06-18"
"Strikeout","N","Brian Bixler","2012-06-18"
"Double","N","Justin Maxwell","2012-06-18"
"Strikeout","N","Carlos Lee","2012-06-18"
"Strikeout","N","J.D. Martinez","2012-06-18"
"Strikeout","Y","Alex Gordon","2012-06-18"
"Strikeout","Y","Yuniesky Betancourt","2012-06-18"
"Flyout","Y","Billy Butler","2012-06-18"
"Strikeout","N","Chris Johnson","2012-06-18"
"Home Run","N","Brian Bogusevic","2012-06-18"
"Walk","N","Chris Snyder","2012-06-18"
"Pop Out","N","Jed Lowrie","2012-06-18"
"Single","N","Jose Altuve","2012-06-18"
"Double","N","Brian Bixler","2012-06-18"
"Home Run","N","Justin Maxwell","2012-06-18"
"Strikeout","N","Carlos Lee","2012-06-18"
"Groundout","Y","Jeff Francoeur","2012-06-18"
"Single","Y","Mike Moustakas","2012-06-18"
"Single","Y","Alcides Escobar","2012-06-18"
"Single","Y","Humberto Quintero","2012-06-18"
"Single","Y","Jarrod Dyson","2012-06-18"
"Sac Fly","Y","Mitch Maier","2012-06-18"
"Single","Y","Alex Gordon","2012-06-18"
"Single","Y","Yuniesky Betancourt","2012-06-18"
"Single","Y","Billy Butler","2012-06-18"
"Single","Y","Jeff Francoeur","2012-06-18"
"Pop Out","Y","Mike Moustakas","2012-06-18"
"Flyout","Y","Michael Saunders","2012-06-18"
"Strikeout","Y","Franklin Gutierrez","2012-06-18"
"Single","Y","Kyle Seager","2012-06-18"
"Groundout","Y","Jesus Montero","2012-06-18"
"Single","N","Willie Bloomquist","2012-06-18"
"Single","N","Aaron Hill","2012-06-18"
"Single","N","Justin Upton","2012-06-18"
"Sac Fly","N","Jason Kubel","2012-06-18"
"Sac Fly","N","Paul Goldschmidt","2012-06-18"
"Walk","N","Miguel Montero","2012-06-18"
"Flyout","N","Chris Young","2012-06-18"
"Single","Y","Casper Wells","2012-06-18"
"Forceout","Y","Justin Smoak","2012-06-18"
"Single","Y","Dustin Ackley","2012-06-18"
"Flyout","Y","Brendan Ryan","2012-06-18"
"Strikeout","Y","Hector Noesi","2012-06-18"
"Groundout","N","Joshua Bell","2012-06-18"
"Groundout","N","Josh Bell","2012-06-18"
"Double","N","Wade Miley","2012-06-18"
"Flyout","N","Willie Bloomquist","2012-06-18"
"Strikeout","Y","Michael Saunders","2012-06-18"
"Double","Y","Franklin Gutierrez","2012-06-18"
"Groundout","Y","Kyle Seager","2012-06-18"
"Strikeout","Y","Jesus Montero","2012-06-18"
"Triple","N","Aaron Hill","2012-06-18"
"Sac Fly","N","Justin Upton","2012-06-18"
"Walk","N","Jason Kubel","2012-06-18"
"Grounded Into DP","N","Paul Goldschmidt","2012-06-18"
"Strikeout","Y","Casper Wells","2012-06-18"
"Single","Y","Justin Smoak","2012-06-18"
"Strikeout","Y","Dustin Ackley","2012-06-18"
"Groundout","Y","Brendan Ryan","2012-06-18"
"Strikeout","N","Miguel Montero","2012-06-18"
"Strikeout","N","Chris Young","2012-06-18"
"Strikeout","N","Joshua Bell","2012-06-18"
"Strikeout","N","Josh Bell","2012-06-18"
"Strikeout","Y","Hector Noesi","2012-06-18"
"Groundout","Y","Michael Saunders","2012-06-18"
"Flyout","Y","Franklin Gutierrez","2012-06-18"
"Strikeout","N","Wade Miley","2012-06-18"
"Lineout","N","Willie Bloomquist","2012-06-18"
"Double","N","Aaron Hill","2012-06-18"
"Flyout","N","Justin Upton","2012-06-18"
"Single","Y","Kyle Seager","2012-06-18"
"Lineout","Y","Jesus Montero","2012-06-18"
"Double","Y","Casper Wells","2012-06-18"
"Groundout","Y","Justin Smoak","2012-06-18"
"Single","Y","Dustin Ackley","2012-06-18"
"Single","N","Jason Kubel","2012-06-18"
"Double","N","Paul Goldschmidt","2012-06-18"
"Sac Fly","N","Miguel Montero","2012-06-18"
"Strikeout","N","Chris Young","2012-06-18"
"Single","N","Joshua Bell","2012-06-18"
"Single","N","Josh Bell","2012-06-18"
"Flyout","N","Wade Miley","2012-06-18"
"Single","Y","Brendan Ryan","2012-06-18"
"Forceout","Y","Miguel Olivo","2012-06-18"
"Strikeout - DP","Y","Michael Saunders","2012-06-18"
"Flyout","N","Willie Bloomquist","2012-06-18"
"Home Run","N","Aaron Hill","2012-06-18"
"Flyout","N","Justin Upton","2012-06-18"
"Groundout","N","Jason Kubel","2012-06-18"
"Flyout","Y","Franklin Gutierrez","2012-06-18"
"Groundout","Y","Kyle Seager","2012-06-18"
"Groundout","Y","Jesus Montero","2012-06-18"
"Strikeout","N","Paul Goldschmidt","2012-06-18"
"Walk","N","Miguel Montero","2012-06-18"
"Flyout","N","Chris Young","2012-06-18"
"Single","N","Joshua Bell","2012-06-18"
"Single","N","Josh Bell","2012-06-18"
"Flyout","N","Ryan Roberts","2012-06-18"
"Flyout","Y","Casper Wells","2012-06-18"
"Groundout","Y","Justin Smoak","2012-06-18"
"Strikeout","Y","Dustin Ackley","2012-06-18"
"Groundout","Y","Gregor Blanco","2012-06-18"
"Groundout","Y","Ryan Theriot","2012-06-18"
"Single","Y","Melky Cabrera","2012-06-18"
"Flyout","Y","Buster Posey","2012-06-18"
"Single","N","Mike Trout","2012-06-18"
"Flyout","N","Torii Hunter","2012-06-18"
"Sac Fly","N","Albert Pujols","2012-06-18"
"Strikeout","N","Kendry Morales","2012-06-18"
"Strikeout","N","Kendrys Morales","2012-06-18"
"Groundout","Y","Angel Pagan","2012-06-18"
"Walk","Y","Pablo Sandoval","2012-06-18"
"Walk","Y","Brandon Belt","2012-06-18"
"Triple","Y","Brandon Crawford","2012-06-18"
"Strikeout","Y","Joaquin Arias","2012-06-18"
"Groundout","Y","Gregor Blanco","2012-06-18"
"Home Run","N","Mark Trumbo","2012-06-18"
"Flyout","N","Alberto Callaspo","2012-06-18"
"Double","N","Maicer Izturis","2012-06-18"
"Single","N","Erick Aybar","2012-06-18"
"Grounded Into DP","N","Bobby Wilson","2012-06-18"
"Groundout","Y","Ryan Theriot","2012-06-18"
"Single","Y","Melky Cabrera","2012-06-18"
"Single","Y","Buster Posey","2012-06-18"
"Single","Y","Angel Pagan","2012-06-18"
"Flyout","Y","Pablo Sandoval","2012-06-18"
"Walk","Y","Brandon Belt","2012-06-18"
"Groundout","Y","Brandon Crawford","2012-06-18"
"Walk","N","Mike Trout","2012-06-18"
"Groundout","N","Torii Hunter","2012-06-18"
"Hit By Pitch","N","Albert Pujols","2012-06-18"
"Strikeout","N","Kendry Morales","2012-06-18"
"Strikeout","N","Kendrys Morales","2012-06-18"
"Flyout","N","Mark Trumbo","2012-06-18"
"Single","Y","Joaquin Arias","2012-06-18"
"Groundout","Y","Gregor Blanco","2012-06-18"
"Single","Y","Ryan Theriot","2012-06-18"
"Pop Out","Y","Melky Cabrera","2012-06-18"
"Strikeout","Y","Buster Posey","2012-06-18"
"Single","N","Alberto Callaspo","2012-06-18"
"Walk","N","Maicer Izturis","2012-06-18"
"Single","N","Erick Aybar","2012-06-18"
"Sac Fly","N","Bobby Wilson","2012-06-18"
"Fielders Choice Out","N","Mike Trout","2012-06-18"
"Walk","N","Torii Hunter","2012-06-18"
"Forceout","N","Albert Pujols","2012-06-18"
"Groundout","Y","Angel Pagan","2012-06-18"
"Strikeout","Y","Pablo Sandoval","2012-06-18"
"Double","Y","Brandon Belt","2012-06-18"
"Groundout","Y","Brandon Crawford","2012-06-18"
"Walk","N","Kendry Morales","2012-06-18"
"Walk","N","Kendrys Morales","2012-06-18"
"Strikeout","N","Mark Trumbo","2012-06-18"
"Pop Out","N","Alberto Callaspo","2012-06-18"
"Strikeout","N","Maicer Izturis","2012-06-18"
"Double","Y","Joaquin Arias","2012-06-18"
"Sac Bunt","Y","Gregor Blanco","2012-06-18"
"Single","Y","Ryan Theriot","2012-06-18"
"Single","Y","Melky Cabrera","2012-06-18"
"Grounded Into DP","Y","Buster Posey","2012-06-18"
"Groundout","N","Erick Aybar","2012-06-18"
"Strikeout","N","Bobby Wilson","2012-06-18"
"Groundout","N","Mike Trout","2012-06-18"
"Groundout","Y","Angel Pagan","2012-06-18"
"Flyout","Y","Pablo Sandoval","2012-06-18"
"Single","Y","Brandon Belt","2012-06-18"
"Groundout","Y","Brandon Crawford","2012-06-18"
"Strikeout","N","Torii Hunter","2012-06-18"
"Groundout","N","Albert Pujols","2012-06-18"
"Lineout","N","Kendry Morales","2012-06-18"
"Lineout","N","Kendrys Morales","2012-06-18"
"Flyout","Y","Joaquin Arias","2012-06-18"
"Lineout","Y","Gregor Blanco","2012-06-18"
"Single","Y","Ryan Theriot","2012-06-18"
"Strikeout","Y","Melky Cabrera","2012-06-18"
"Pop Out","N","Mark Trumbo","2012-06-18"
"Flyout","N","Alberto Callaspo","2012-06-18"
"Groundout","N","Maicer Izturis","2012-06-18"
"Groundout","Y","Buster Posey","2012-06-18"
"Flyout","Y","Angel Pagan","2012-06-18"
"Strikeout","Y","Pablo Sandoval","2012-06-18"
"Groundout","N","Erick Aybar","2012-06-18"
"Strikeout","N","Howie Kendrick","2012-06-18"
"Strikeout","N","Howard Kendrick","2012-06-18"
"Groundout","N","Mike Trout","2012-06-18"
"Strikeout","Y","Ian Kinsler","2012-06-18"
"Single","Y","Elvis Andrus","2012-06-18"
"Groundout","Y","Michael Young","2012-06-18"
"Walk","Y","Adrian Beltre","2012-06-18"
"Walk","Y","Nelson Cruz","2012-06-18"
"Single","Y","David Murphy","2012-06-18"
"Strikeout","Y","Mike Napoli","2012-06-18"
"Single","N","Chris Denorfia","2012-06-18"
"Single","N","Cameron Maybin","2012-06-18"
"Double","N","Chase Headley","2012-06-18"
"Flyout","N","Carlos Quentin","2012-06-18"
"Strikeout","N","Jesus Guzman","2012-06-18"
"Groundout","N","Everth Cabrera","2012-06-18"
"Double","Y","Leonys Martin","2012-06-18"
"Strikeout","Y","Matt Harrison","2012-06-18"
"Strikeout","Y","Ian Kinsler","2012-06-18"
"Strikeout","Y","Elvis Andrus","2012-06-18"
"Flyout","N","Nick Hundley","2012-06-18"
"Groundout","N","Alexi Amarista","2012-06-18"
"Single","N","Jason Marquis","2012-06-18"
"Groundout","N","Chris Denorfia","2012-06-18"
"Groundout","Y","Michael Young","2012-06-18"
"Flyout","Y","Adrian Beltre","2012-06-18"
"Groundout","Y","Nelson Cruz","2012-06-18"
"Pop Out","N","Cameron Maybin","2012-06-18"
"Strikeout","N","Chase Headley","2012-06-18"
"Walk","N","Carlos Quentin","2012-06-18"
"Groundout","N","Jesus Guzman","2012-06-18"
"Strikeout","Y","David Murphy","2012-06-18"
"Strikeout","Y","Mike Napoli","2012-06-18"
"Pop Out","Y","Leonys Martin","2012-06-18"
"Groundout","N","Everth Cabrera","2012-06-18"
"Groundout","N","Nick Hundley","2012-06-18"
"Groundout","N","Alexi Amarista","2012-06-18"
"Strikeout","Y","Matt Harrison","2012-06-18"
"Single","Y","Ian Kinsler","2012-06-18"
"Groundout","Y","Elvis Andrus","2012-06-18"
"Groundout","Y","Michael Young","2012-06-18"
"Groundout","N","Jason Marquis","2012-06-18"
"Strikeout","N","Chris Denorfia","2012-06-18"
"Groundout","N","Cameron Maybin","2012-06-18"
"Groundout","Y","Adrian Beltre","2012-06-18"
"Groundout","Y","Nelson Cruz","2012-06-18"
"Walk","Y","David Murphy","2012-06-18"
"Strikeout","Y","Mike Napoli","2012-06-18"
"Single","N","Chase Headley","2012-06-18"
"Single","N","Carlos Quentin","2012-06-18"
"Flyout","N","Jesus Guzman","2012-06-18"
"Strikeout","N","Everth Cabrera","2012-06-18"
"Walk","N","Nick Hundley","2012-06-18"
"Groundout","N","Yonder Alonso","2012-06-18"
"Strikeout","Y","Leonys Martin","2012-06-18"
"Flyout","Y","Mitchell Moreland","2012-06-18"
"Flyout","Y","Mitch Moreland","2012-06-18"
"Single","Y","Ian Kinsler","2012-06-18"
"Flyout","Y","Elvis Andrus","2012-06-18"
"Strikeout","N","Will Venable","2012-06-18"
"Groundout","N","Chris Denorfia","2012-06-18"
"Strikeout","N","Cameron Maybin","2012-06-18"
"Groundout","Y","Michael Young","2012-06-18"
"Flyout","Y","Adrian Beltre","2012-06-18"
